hours_studied,attendance,previous_gpa,tutoring_sessions,sleep_hours,stress_level,screen_time,exam_anxiety,gender,age,part_time_job,study_method,diet_quality,internet_quality,extracurricular,family_income,final_grade,final_gpa,risk_status
11.45,78.51,1.45,2,8.01,0,10.7,5,male,29,no,online,good,average,yes,middle,A,3.82,Not At Risk
11.66,43.7,2.47,1,9.77,10,1.48,8,female,18,no,online,good,good,no,low,C,2.81,Not At Risk
8.52,62.1,1.13,0,7.0,2,1.72,4,female,29,yes,offline,average,poor,yes,middle,B,3.34,Not At Risk
1.09,47.04,1.63,0,5.86,5,8.29,10,male,26,yes,hybrid,poor,average,no,middle,F,0.72,At Risk
5.31,54.02,1.54,5,8.49,10,9.79,2,male,20,no,hybrid,good,average,yes,high,D,2.42,At Risk
3.83,93.85,1.33,1,5.0,1,3.53,3,male,25,no,online,poor,poor,yes,low,B,3.24,Not At Risk
10.18,69.44,2.76,0,8.88,2,10.52,1,male,28,yes,hybrid,good,poor,yes,high,A,3.99,Not At Risk
9.84,75.55,3.5,6,4.11,4,6.28,6,male,22,yes,online,average,good,no,low,A,3.79,Not At Risk
7.63,74.84,1.27,5,5.41,0,1.37,0,female,23,no,hybrid,poor,good,no,low,A,3.85,Not At Risk
1.78,92.29,2.04,0,6.42,9,2.27,6,male,27,no,online,good,excellent,no,low,F,0.78,At Risk
8.48,62.77,2.43,3,9.49,2,0.31,5,female,20,yes,online,poor,good,no,low,A,3.59,Not At Risk
7.54,82.67,3.77,2,7.69,4,7.55,4,female,19,yes,online,average,excellent,no,middle,A,3.97,Not At Risk
2.85,93.51,1.4,1,6.26,7,2.63,4,male,21,no,offline,poor,average,no,high,D,2.49,At Risk
0.92,88.8,3.17,1,5.84,4,9.43,5,female,27,no,hybrid,good,excellent,no,low,D,2.16,At Risk
1.66,89.72,3.66,1,9.33,6,8.51,6,male,24,no,offline,good,poor,yes,low,D,2.02,At Risk
5.7,63.9,1.24,5,8.03,1,0.16,9,male,26,no,offline,poor,good,no,high,B,3.14,Not At Risk
3.27,82.14,1.42,4,6.21,2,4.98,4,male,28,yes,offline,good,good,yes,low,C,2.95,Not At Risk
1.75,46.45,1.51,1,6.76,8,6.96,1,male,18,no,hybrid,average,excellent,no,middle,F,0.81,At Risk
0.74,95.46,1.81,0,7.86,7,5.79,3,male,20,no,online,poor,poor,yes,middle,F,1.73,At Risk
11.83,71.82,1.79,1,8.85,3,9.36,9,male,25,no,online,poor,poor,no,low,B,3.34,Not At Risk
7.16,87.0,2.89,1,9.42,0,1.35,5,male,28,no,online,average,average,yes,high,A,3.76,Not At Risk
2.57,81.0,2.45,1,4.69,10,3.64,0,female,28,no,online,average,good,no,high,D,2.35,At Risk
0.2,49.4,1.94,3,6.27,5,5.56,6,female,16,yes,hybrid,poor,average,yes,low,F,0.21,At Risk
1.69,43.7,1.51,0,8.65,9,8.73,5,female,24,no,hybrid,poor,excellent,yes,low,F,0.68,At Risk
0.64,85.38,2.13,2,8.31,3,6.84,2,female,16,no,offline,poor,excellent,no,middle,C,2.69,Not At Risk
7.56,95.1,3.87,5,5.05,5,5.62,8,male,24,yes,offline,average,average,yes,middle,B,3.13,Not At Risk
10.36,55.32,2.06,6,5.28,4,7.13,2,male,25,no,online,good,poor,no,high,A,3.58,Not At Risk
1.61,46.44,2.97,4,9.82,4,8.07,4,female,16,no,online,average,poor,no,middle,D,2.32,At Risk
8.31,43.93,2.21,1,9.74,0,10.5,4,female,20,no,hybrid,good,poor,no,high,B,3.04,Not At Risk
7.54,90.97,1.25,7,8.81,5,11.73,7,male,28,yes,offline,poor,poor,yes,middle,B,3.4,Not At Risk
10.64,43.41,1.52,4,8.41,8,3.17,6,female,27,no,offline,poor,good,yes,middle,C,2.65,Not At Risk
2.88,43.77,3.38,3,4.33,10,3.57,2,female,18,yes,offline,poor,poor,no,low,F,1.79,At Risk
6.86,98.97,3.99,2,4.97,2,9.15,3,female,23,yes,hybrid,average,average,no,high,A,3.91,Not At Risk
1.07,63.1,3.1,0,4.36,2,9.48,2,female,22,no,hybrid,poor,excellent,yes,middle,D,2.4,At Risk
11.41,48.1,2.77,7,5.04,1,11.41,8,male,29,yes,offline,average,excellent,no,high,A,3.54,Not At Risk
11.45,95.81,3.23,2,9.01,10,5.66,9,male,17,no,hybrid,good,excellent,yes,middle,B,3.43,Not At Risk
2.8,90.65,2.28,2,9.61,2,3.22,9,female,25,yes,hybrid,average,good,no,middle,C,2.57,Not At Risk
0.92,74.04,1.15,3,7.6,6,4.69,3,female,18,no,hybrid,good,good,no,middle,F,1.88,At Risk
9.4,76.99,1.12,2,5.01,0,8.02,10,female,22,no,hybrid,average,excellent,yes,high,B,3.31,Not At Risk
11.15,81.83,3.49,1,9.34,7,0.06,9,male,18,no,offline,poor,poor,yes,low,B,3.1,Not At Risk
10.49,74.95,1.49,0,4.21,1,0.82,6,female,29,yes,hybrid,poor,excellent,no,high,A,3.84,Not At Risk
6.99,45.42,1.17,2,9.27,2,9.36,10,female,21,no,offline,good,excellent,no,middle,D,2.07,At Risk
11.05,88.03,3.65,3,8.7,1,1.01,2,male,27,yes,hybrid,poor,excellent,no,high,A,3.72,Not At Risk
6.68,96.61,2.17,3,6.99,2,1.11,9,male,26,no,offline,good,good,yes,middle,B,3.36,Not At Risk
11.84,93.42,2.14,3,9.58,5,4.43,7,male,28,no,offline,poor,excellent,no,middle,A,3.99,Not At Risk
2.33,63.78,2.06,2,6.14,8,0.39,0,female,29,yes,hybrid,average,good,yes,high,D,2.42,At Risk
4.44,86.84,1.73,3,9.27,6,10.33,6,female,27,no,online,poor,average,no,middle,D,2.48,At Risk
10.98,86.71,3.71,0,4.12,0,10.52,8,male,18,yes,offline,poor,good,no,low,A,3.83,Not At Risk
4.98,60.6,1.61,6,9.8,1,4.07,4,male,27,yes,hybrid,good,poor,no,high,A,3.76,Not At Risk
8.87,90.79,2.32,0,8.64,5,0.14,4,male,26,no,offline,poor,excellent,no,middle,A,3.63,Not At Risk
8.5,69.5,2.56,3,9.98,4,4.18,3,male,24,no,offline,average,poor,yes,middle,A,3.79,Not At Risk
2.35,63.21,2.64,0,8.85,1,0.18,7,female,26,no,offline,average,average,no,low,C,2.92,Not At Risk
2.4,96.13,1.6,0,9.96,7,10.5,2,male,20,yes,offline,poor,average,yes,middle,F,0.85,At Risk
9.13,43.16,3.46,7,9.8,1,9.7,10,male,19,no,online,poor,excellent,no,middle,A,3.96,Not At Risk
7.76,62.95,3.0,6,6.55,3,8.17,5,female,26,no,online,average,excellent,no,high,A,3.72,Not At Risk
8.62,43.52,1.13,7,6.86,10,11.13,5,male,20,yes,offline,good,poor,yes,middle,D,2.43,At Risk
9.26,69.51,1.35,7,6.13,2,10.12,7,male,20,no,online,average,average,yes,low,B,3.27,Not At Risk
8.95,85.88,1.74,3,7.94,1,7.09,2,male,21,no,offline,good,poor,no,low,A,3.62,Not At Risk
3.17,55.63,1.91,3,4.1,5,8.04,5,male,24,no,hybrid,average,average,yes,high,F,0.1,At Risk
0.28,73.89,3.84,0,9.97,3,9.16,6,male,25,yes,hybrid,average,good,no,high,D,2.33,At Risk
0.7,85.18,3.43,6,8.99,7,5.31,1,female,16,no,online,poor,good,no,middle,B,3.27,Not At Risk
3.77,46.89,3.26,4,4.55,5,11.66,6,female,27,yes,offline,poor,excellent,yes,high,D,2.26,At Risk
5.08,59.44,2.26,0,7.54,1,10.84,10,male,28,yes,online,poor,good,no,high,D,2.19,At Risk
6.79,94.36,3.09,1,7.43,8,4.41,7,female,17,no,hybrid,average,average,yes,high,C,2.53,Not At Risk
6.26,90.74,3.37,7,8.79,4,5.35,7,female,18,no,online,good,average,no,high,A,3.54,Not At Risk
4.3,93.06,2.47,0,6.73,8,10.98,3,male,27,no,hybrid,average,good,no,high,D,2.21,At Risk
11.4,59.4,1.25,6,8.9,6,2.81,8,male,21,yes,online,poor,average,no,high,B,3.36,Not At Risk
7.96,79.42,2.85,5,8.41,1,0.96,8,female,23,yes,hybrid,average,excellent,no,high,A,3.92,Not At Risk
3.2,61.07,1.61,0,7.41,5,3.7,4,male,27,yes,online,poor,excellent,yes,high,D,2.09,At Risk
6.01,53.24,2.38,3,4.12,3,3.59,6,male,26,no,offline,average,good,yes,low,C,2.7,Not At Risk
3.53,60.98,3.38,2,7.3,8,5.7,4,male,17,no,hybrid,average,average,no,high,D,2.39,At Risk
3.92,52.09,1.53,3,8.81,7,6.0,0,male,20,yes,online,good,good,yes,middle,D,2.28,At Risk
2.67,96.59,2.67,5,6.4,1,7.67,8,male,27,yes,hybrid,average,excellent,yes,middle,B,3.46,Not At Risk
7.78,99.77,3.33,1,5.2,8,7.37,6,female,26,no,online,good,average,yes,low,C,2.51,Not At Risk
8.71,43.21,3.26,3,8.62,10,0.36,2,female,25,no,online,poor,good,no,low,B,3.43,Not At Risk
5.46,69.31,1.07,3,6.58,2,0.51,10,male,26,yes,hybrid,average,average,no,low,C,2.85,Not At Risk
10.82,52.2,2.89,5,6.24,9,0.08,1,male,23,yes,online,poor,average,yes,high,A,3.62,Not At Risk
10.14,56.89,2.01,4,8.13,10,0.86,3,male,21,no,hybrid,good,average,no,high,B,3.49,Not At Risk
11.3,90.85,3.55,0,7.8,2,3.46,10,male,20,yes,online,average,average,no,low,A,3.95,Not At Risk
1.36,97.33,2.84,3,7.89,6,3.35,5,female,22,no,hybrid,good,good,yes,high,C,2.93,Not At Risk
10.82,49.12,1.15,5,5.35,2,9.83,5,female,20,no,offline,good,poor,no,middle,B,3.24,Not At Risk
7.59,44.13,2.52,3,4.42,4,3.61,6,female,23,yes,offline,poor,good,yes,middle,C,2.71,Not At Risk
6.42,71.25,2.87,0,6.15,3,2.09,0,female,20,yes,online,good,poor,no,middle,A,3.91,Not At Risk
9.39,86.47,3.14,7,4.2,8,9.17,2,female,28,yes,hybrid,poor,excellent,yes,high,A,3.8,Not At Risk
0.24,89.74,1.25,3,4.03,8,3.9,3,female,23,no,offline,poor,good,no,middle,F,0.71,At Risk
3.05,67.15,3.43,5,6.43,4,2.66,5,female,27,no,hybrid,poor,poor,no,middle,B,3.09,Not At Risk
0.52,99.29,2.07,4,5.45,0,5.13,9,female,19,yes,online,good,average,no,high,C,2.66,Not At Risk
9.22,84.58,2.86,6,4.97,6,6.03,5,female,29,yes,offline,poor,excellent,no,high,A,3.78,Not At Risk
9.04,51.12,3.21,2,6.48,1,1.79,3,male,28,no,online,good,poor,no,low,A,3.83,Not At Risk
7.6,91.97,2.37,3,6.28,6,6.83,1,female,19,no,online,average,excellent,no,low,B,3.28,Not At Risk
2.33,52.62,2.51,4,4.5,8,9.26,4,male,18,no,online,good,good,no,low,F,1.32,At Risk
1.81,76.32,3.15,2,7.37,7,6.23,3,male,19,no,offline,poor,poor,no,high,D,2.37,At Risk
9.72,89.84,2.54,4,4.75,3,1.69,7,female,25,no,online,poor,average,yes,middle,A,3.82,Not At Risk
3.72,73.8,3.24,5,8.13,10,8.89,9,female,16,no,hybrid,average,average,no,middle,F,0.42,At Risk
11.33,90.23,2.85,6,9.35,7,10.37,10,female,17,no,hybrid,good,excellent,no,high,B,3.47,Not At Risk
11.08,93.19,2.36,6,9.64,8,4.7,1,female,16,no,hybrid,average,average,yes,low,A,3.55,Not At Risk
10.51,59.59,3.29,1,7.98,2,1.23,6,male,29,yes,hybrid,average,good,no,middle,A,3.81,Not At Risk
2.17,80.04,1.55,1,5.75,5,6.73,7,male,17,no,hybrid,good,good,yes,middle,F,1.06,At Risk
9.0,65.18,2.22,6,8.96,8,4.99,0,female,18,no,online,average,good,yes,high,A,3.87,Not At Risk
7.01,63.77,3.87,5,7.8,10,11.36,9,male,20,yes,online,poor,average,yes,low,D,2.07,At Risk
8.65,52.56,2.23,0,5.81,8,3.58,2,male,17,no,online,good,poor,yes,middle,C,2.86,Not At Risk
3.82,91.84,2.59,6,4.46,3,2.13,6,female,27,yes,offline,poor,excellent,no,middle,B,3.07,Not At Risk
6.23,66.56,1.65,4,9.33,7,10.31,6,female,22,no,online,good,good,no,middle,D,2.19,At Risk
3.42,81.49,3.92,0,5.41,5,1.83,5,female,20,no,offline,average,average,no,high,C,2.78,Not At Risk
2.43,57.85,1.21,0,8.45,9,9.48,5,male,27,no,hybrid,poor,average,no,low,F,1.83,At Risk
0.68,56.22,3.46,4,5.83,7,8.74,10,female,29,yes,online,average,average,no,high,F,0.09,At Risk
10.88,57.92,1.48,1,5.31,0,11.54,8,male,19,yes,hybrid,poor,poor,no,low,B,3.13,Not At Risk
11.19,55.2,2.7,7,6.15,4,7.68,2,male,27,no,offline,good,average,yes,middle,A,3.68,Not At Risk
4.94,60.68,2.22,7,7.89,0,10.24,2,female,26,yes,online,good,poor,yes,high,A,3.7,Not At Risk
5.45,86.01,2.54,1,5.85,6,6.58,8,male,17,no,online,poor,good,no,middle,D,2.07,At Risk
4.15,72.3,3.23,5,9.48,8,6.9,2,male,26,no,hybrid,average,poor,no,high,C,2.93,Not At Risk
9.38,64.52,2.47,0,10.0,8,7.32,8,male,21,no,online,average,excellent,yes,high,D,2.47,At Risk
8.3,61.22,3.71,7,5.13,10,9.31,0,female,25,yes,offline,good,poor,yes,middle,B,3.23,Not At Risk
2.54,52.7,1.31,2,9.45,8,3.13,9,male,18,yes,offline,good,excellent,yes,middle,F,0.28,At Risk
8.29,94.49,1.14,7,8.74,6,0.79,3,female,26,yes,online,average,poor,no,middle,A,3.55,Not At Risk
6.55,98.5,2.33,0,6.11,3,1.13,4,male,28,no,offline,poor,poor,yes,low,B,3.26,Not At Risk
3.12,97.79,3.26,7,4.52,10,8.3,6,female,28,no,online,good,poor,yes,low,D,2.05,At Risk
7.91,70.49,2.43,1,5.6,4,8.85,10,female,20,yes,offline,poor,good,no,high,D,2.15,At Risk
8.23,47.3,3.87,3,9.06,1,1.22,4,male,18,yes,hybrid,average,excellent,yes,low,A,3.71,Not At Risk
8.01,90.29,2.45,5,4.72,10,7.46,9,female,16,yes,offline,average,excellent,yes,low,D,2.13,At Risk
11.58,51.6,3.72,3,9.71,7,5.23,8,female,22,yes,online,average,average,yes,high,B,3.36,Not At Risk
11.35,91.57,1.09,7,4.11,2,4.08,3,female,26,no,online,poor,good,yes,high,A,3.76,Not At Risk
2.17,44.46,1.96,0,4.39,7,9.69,7,female,20,no,offline,good,excellent,no,low,F,1.35,At Risk
1.19,89.78,3.36,1,4.01,1,6.92,3,female,29,no,offline,poor,average,yes,low,C,2.61,Not At Risk
1.35,54.1,2.93,7,6.66,7,4.39,0,female,29,yes,offline,average,poor,yes,low,C,2.65,Not At Risk
5.46,52.44,3.36,3,5.63,0,5.0,1,female,16,yes,online,good,good,no,low,A,3.56,Not At Risk
9.47,60.55,3.56,4,7.01,2,3.71,6,female,25,yes,online,good,poor,yes,middle,A,3.81,Not At Risk
2.79,52.23,1.64,6,5.36,2,1.05,4,female,28,yes,hybrid,poor,excellent,no,low,B,3.41,Not At Risk
10.89,70.18,3.6,7,5.11,9,5.97,8,female,16,no,offline,good,good,no,high,B,3.04,Not At Risk
0.0,43.43,1.18,1,9.25,8,11.32,4,male,16,yes,hybrid,average,average,no,middle,F,0.42,At Risk
1.54,63.44,3.35,7,4.38,0,4.96,6,female,29,no,online,good,excellent,yes,high,B,3.42,Not At Risk
7.24,96.36,3.63,3,6.34,9,6.38,9,female,28,yes,hybrid,poor,good,no,middle,C,2.68,Not At Risk
6.69,72.98,3.21,3,5.69,6,5.41,2,male,16,yes,hybrid,good,good,no,middle,B,3.25,Not At Risk
3.73,45.14,1.84,3,7.36,4,5.58,4,female,20,no,online,good,average,no,middle,D,2.05,At Risk
10.77,78.11,3.03,7,5.32,3,5.8,5,male,25,no,online,poor,poor,yes,high,A,3.69,Not At Risk
6.9,92.34,2.59,1,9.82,0,5.49,2,female,23,yes,offline,average,good,no,middle,A,3.61,Not At Risk
2.41,60.81,3.21,7,4.41,8,5.01,1,female,28,yes,online,poor,good,no,low,C,2.97,Not At Risk
7.82,48.73,1.18,3,4.28,1,11.93,2,male,20,yes,hybrid,good,good,yes,middle,B,3.28,Not At Risk
0.16,70.22,1.08,5,6.18,3,11.27,6,male,27,yes,online,poor,good,yes,high,F,0.72,At Risk
1.18,77.78,1.9,5,9.7,0,5.37,7,female,20,no,hybrid,good,average,yes,low,B,3.03,Not At Risk
4.48,40.86,2.16,1,7.6,5,5.57,10,male,27,no,offline,good,good,yes,low,F,1.47,At Risk
2.18,78.92,2.79,1,4.61,8,5.79,5,male,17,no,online,poor,excellent,no,high,F,0.56,At Risk
10.68,96.26,3.18,6,5.06,5,7.02,0,female,21,no,online,average,poor,no,middle,A,3.78,Not At Risk
7.08,40.31,3.69,2,6.58,9,0.36,2,male,24,no,offline,good,poor,no,low,C,2.7,Not At Risk
4.02,91.57,1.56,4,5.76,10,3.32,10,female,24,no,online,average,good,no,high,F,0.66,At Risk
1.14,55.33,2.21,7,7.79,2,6.73,4,female,20,yes,hybrid,average,average,yes,high,C,2.57,Not At Risk
2.44,95.34,2.5,7,5.19,1,3.68,8,male,19,yes,online,poor,poor,no,low,B,3.39,Not At Risk
6.86,40.54,1.43,4,7.13,4,3.08,10,female,19,yes,offline,good,excellent,yes,high,D,2.17,At Risk
8.5,44.97,1.04,2,7.84,7,5.79,3,male,17,no,hybrid,average,excellent,no,high,D,2.33,At Risk
1.12,72.23,3.06,3,5.43,6,0.22,5,male,16,no,hybrid,poor,excellent,no,middle,D,2.08,At Risk
7.68,91.67,1.77,7,9.38,4,11.02,1,female,28,yes,online,poor,average,yes,high,A,3.65,Not At Risk
0.75,68.81,1.42,4,6.84,8,11.54,4,male,23,no,online,good,good,yes,low,F,1.31,At Risk
7.36,78.14,3.58,3,7.52,6,2.64,6,male,18,yes,hybrid,average,good,yes,high,B,3.44,Not At Risk
2.34,62.7,2.0,6,9.89,9,6.96,9,male,29,yes,online,average,good,no,low,F,0.16,At Risk
1.63,51.26,2.65,7,7.97,3,1.61,8,male,23,yes,offline,average,good,no,middle,C,2.54,Not At Risk
1.3,57.09,1.77,2,5.3,2,10.87,0,female,28,no,online,poor,poor,no,low,D,2.27,At Risk
2.68,50.52,2.12,0,8.9,2,1.83,4,female,20,yes,online,good,poor,yes,high,C,2.82,Not At Risk
1.16,72.75,1.44,6,6.22,8,0.68,0,male,17,yes,hybrid,average,average,no,high,D,2.07,At Risk
5.95,94.11,1.62,2,4.23,6,1.79,10,female,29,no,online,poor,excellent,no,middle,D,2.47,At Risk
11.96,56.02,3.96,5,4.04,6,6.89,5,male,19,no,offline,average,good,no,low,A,3.92,Not At Risk
1.28,47.0,1.69,7,7.42,0,2.78,2,male,24,no,offline,average,good,yes,low,B,3.16,Not At Risk
3.51,60.21,1.11,4,6.2,8,10.86,1,male,17,yes,hybrid,average,excellent,yes,high,F,1.84,At Risk
8.31,70.07,3.24,2,4.73,5,3.09,5,male,26,yes,online,average,poor,yes,high,B,3.1,Not At Risk
10.2,41.65,2.23,3,4.99,4,10.97,9,male,16,no,hybrid,poor,excellent,yes,low,C,2.9,Not At Risk
6.1,80.89,1.25,5,8.89,6,8.02,5,male,19,no,online,poor,excellent,yes,high,C,2.87,Not At Risk
1.41,54.81,2.23,4,4.06,7,3.84,8,female,20,yes,hybrid,average,excellent,yes,low,F,1.2,At Risk
5.83,87.48,3.75,6,5.24,10,9.33,1,male,24,yes,offline,poor,good,no,middle,B,3.32,Not At Risk
0.74,91.77,3.8,5,5.79,4,0.92,2,male,18,yes,online,poor,average,no,high,B,3.03,Not At Risk
5.78,47.55,2.61,4,9.39,8,8.29,5,female,20,no,hybrid,average,average,no,high,D,2.27,At Risk
5.71,98.34,1.19,7,8.03,5,10.42,7,male,28,no,hybrid,average,average,yes,middle,C,2.75,Not At Risk
5.23,60.44,3.54,1,6.61,3,3.89,9,female,27,yes,offline,average,good,no,middle,C,2.67,Not At Risk
5.99,61.02,2.82,5,4.82,9,8.32,8,female,19,yes,offline,average,excellent,no,low,F,1.08,At Risk
8.03,92.19,1.99,5,5.31,10,7.77,4,female,27,no,offline,poor,good,no,low,C,2.58,Not At Risk
7.88,87.13,1.17,4,6.46,2,2.52,7,male,26,yes,offline,average,excellent,yes,middle,B,3.16,Not At Risk
2.79,77.82,1.36,3,4.6,9,9.86,0,male,18,no,hybrid,good,average,no,low,F,0.9,At Risk
3.31,57.49,1.12,3,4.96,6,6.69,0,female,20,no,online,good,poor,yes,high,D,2.29,At Risk
8.29,57.34,2.55,4,4.43,9,7.0,1,female,25,no,hybrid,good,poor,yes,low,C,2.96,Not At Risk
11.86,97.22,2.74,0,4.42,6,9.37,6,female,20,yes,offline,good,excellent,yes,middle,B,3.16,Not At Risk
2.34,42.61,3.55,1,8.69,6,5.05,4,female,26,yes,offline,poor,good,yes,low,D,2.44,At Risk
3.4,61.91,1.76,4,4.54,6,9.1,0,female,21,no,online,good,average,no,low,D,2.23,At Risk
3.26,42.51,2.43,7,4.08,1,7.57,7,male,20,yes,online,average,good,yes,middle,C,2.94,Not At Risk
8.91,84.24,3.33,6,6.81,6,2.46,3,male,27,no,hybrid,good,poor,yes,high,A,3.6,Not At Risk
5.24,67.56,2.19,6,5.49,4,1.26,10,female,21,yes,offline,poor,excellent,yes,low,C,2.5,Not At Risk
1.09,94.53,3.47,6,6.42,10,9.57,2,male,25,yes,online,good,excellent,no,low,D,2.25,At Risk
6.92,79.85,3.77,2,8.16,10,9.96,2,male,21,yes,online,poor,poor,no,high,C,2.7,Not At Risk
11.19,66.49,1.82,5,5.43,7,7.44,1,male,25,yes,offline,average,average,no,low,A,3.55,Not At Risk
9.06,47.3,3.23,6,4.25,6,3.93,0,female,18,no,online,poor,good,no,low,A,3.7,Not At Risk
0.36,71.79,2.29,0,9.82,7,8.85,3,male,25,no,hybrid,good,good,yes,low,F,1.54,At Risk
11.08,53.43,2.68,5,6.48,10,1.59,0,female,16,no,offline,poor,excellent,yes,high,A,3.76,Not At Risk
6.93,84.5,1.93,1,7.38,8,7.73,5,male,25,yes,online,poor,excellent,yes,middle,D,2.29,At Risk
6.25,50.12,3.78,2,9.18,9,4.02,8,male,27,no,hybrid,poor,poor,yes,middle,D,2.12,At Risk
11.36,66.93,2.93,5,6.45,6,4.03,2,female,24,yes,hybrid,good,poor,no,middle,A,3.67,Not At Risk
10.43,81.24,3.22,1,4.23,4,4.23,3,male,22,no,hybrid,good,poor,no,low,A,3.97,Not At Risk
8.52,81.05,3.03,3,6.91,8,10.84,9,female,23,yes,online,poor,good,no,high,D,2.12,At Risk
6.95,93.23,2.42,2,6.7,9,5.68,5,female,16,yes,offline,average,average,no,low,C,2.83,Not At Risk
3.19,99.04,2.13,6,4.28,6,0.79,0,female,16,no,offline,good,poor,no,high,B,3.39,Not At Risk
10.3,61.48,1.06,2,4.22,6,5.09,0,male,23,yes,offline,average,poor,no,high,B,3.11,Not At Risk
4.24,68.45,1.53,6,7.97,2,2.81,3,female,20,no,offline,good,poor,yes,low,B,3.4,Not At Risk
4.34,91.27,1.69,7,5.19,6,3.92,7,male,19,yes,online,poor,average,yes,low,C,2.63,Not At Risk
11.01,97.36,3.21,7,9.31,0,6.52,10,male,20,no,offline,poor,poor,yes,low,A,3.95,Not At Risk
4.6,95.57,2.29,4,7.4,0,9.46,10,male,20,no,offline,poor,good,no,high,B,3.44,Not At Risk
11.65,42.71,2.4,7,7.41,6,10.62,10,female,16,yes,online,poor,poor,no,high,C,2.86,Not At Risk
9.01,43.77,3.47,0,4.16,8,5.77,8,female,16,no,hybrid,good,average,yes,high,D,2.14,At Risk
4.03,42.59,3.87,7,7.65,8,2.69,0,male,17,no,hybrid,poor,poor,no,low,B,3.01,Not At Risk
0.08,40.97,3.96,5,7.5,2,7.53,2,female,19,yes,hybrid,good,excellent,yes,middle,C,2.87,Not At Risk
2.86,85.51,2.21,4,5.31,7,7.33,10,female,19,yes,offline,average,average,no,middle,F,0.48,At Risk
0.76,99.14,3.11,0,6.45,1,10.87,9,female,22,yes,hybrid,poor,excellent,no,high,D,2.26,At Risk
0.51,75.72,2.96,3,7.12,2,5.65,8,female,20,no,offline,poor,good,no,middle,D,2.28,At Risk
7.98,75.42,3.86,5,9.72,8,6.3,2,male,18,yes,offline,average,average,yes,middle,A,3.77,Not At Risk
5.4,60.75,1.95,4,4.43,0,5.73,6,female,16,yes,offline,good,excellent,no,high,B,3.07,Not At Risk
10.37,88.42,2.85,1,7.4,3,9.19,9,female,25,yes,online,average,good,yes,low,B,3.31,Not At Risk
6.86,42.52,2.73,7,4.71,1,2.14,3,female,27,no,offline,average,good,no,low,A,3.71,Not At Risk
4.4,58.36,1.47,4,5.29,1,7.72,0,female,19,no,online,poor,good,yes,middle,B,3.03,Not At Risk
2.96,79.76,2.0,3,5.87,10,7.49,8,female,17,no,online,good,poor,yes,high,F,0.53,At Risk
8.36,58.47,3.91,5,8.57,2,6.3,3,female,17,yes,online,good,poor,no,low,A,3.89,Not At Risk
0.25,50.28,2.29,3,7.68,10,8.41,5,female,19,yes,offline,good,good,yes,middle,F,0.25,At Risk
1.3,82.49,3.69,5,5.67,5,10.99,4,female,26,yes,online,average,good,yes,middle,C,2.93,Not At Risk
6.15,95.56,1.37,6,9.31,9,10.69,8,female,28,no,offline,poor,good,no,low,D,2.43,At Risk
6.7,77.91,3.85,3,6.94,5,3.31,6,male,23,no,online,good,average,no,middle,B,3.2,Not At Risk
1.39,40.63,2.88,0,8.94,6,3.97,4,female,28,no,hybrid,good,poor,yes,low,F,0.65,At Risk
9.13,88.35,2.87,2,8.1,6,10.22,7,female,25,yes,hybrid,poor,poor,yes,low,B,3.03,Not At Risk
1.01,72.51,3.85,2,7.53,6,1.1,6,female,23,no,online,average,average,yes,high,D,2.2,At Risk
6.32,99.29,1.49,2,7.9,1,8.03,7,female,16,yes,online,good,average,no,high,B,3.27,Not At Risk
5.46,95.68,1.06,5,9.52,4,4.29,6,male,16,no,hybrid,good,excellent,yes,high,B,3.01,Not At Risk
4.53,97.1,2.65,6,7.7,4,0.39,2,female,19,no,hybrid,good,excellent,yes,low,A,3.83,Not At Risk
4.43,55.81,3.15,7,7.57,7,6.58,0,male,19,no,online,poor,excellent,yes,middle,B,3.02,Not At Risk
5.73,42.14,2.6,7,5.63,2,6.12,3,female,28,yes,online,good,good,no,high,A,3.59,Not At Risk
6.92,47.06,1.32,3,8.52,3,0.65,7,female,23,yes,offline,good,excellent,yes,high,C,2.97,Not At Risk
8.91,60.88,2.44,2,9.31,7,8.45,3,female,26,yes,offline,poor,good,no,high,B,3.01,Not At Risk
2.89,77.34,1.04,0,5.2,0,0.72,4,female,20,no,hybrid,good,average,no,high,C,2.96,Not At Risk
5.98,51.2,3.64,0,7.35,8,2.49,3,female,25,no,online,average,good,no,high,C,2.6,Not At Risk
2.05,60.31,3.77,1,4.68,7,1.35,0,male,17,no,online,average,excellent,no,high,C,2.96,Not At Risk
11.45,95.96,2.1,1,6.17,5,1.15,8,female,29,yes,offline,poor,excellent,no,high,B,3.15,Not At Risk
6.93,83.88,2.85,2,4.31,3,10.15,8,female,25,no,online,good,average,no,high,C,2.69,Not At Risk
8.95,88.86,2.02,7,7.95,2,10.26,8,male,24,yes,online,average,good,yes,low,A,3.64,Not At Risk
3.43,64.39,1.89,2,5.65,7,0.64,1,female,22,yes,online,poor,excellent,yes,low,D,2.12,At Risk
7.09,46.29,3.53,0,8.81,3,6.83,9,male,23,yes,hybrid,average,excellent,no,high,C,2.9,Not At Risk
11.88,80.44,3.95,1,4.72,1,10.61,9,female,27,no,online,average,excellent,no,high,A,3.63,Not At Risk
7.78,42.75,3.14,2,7.53,10,1.18,5,male,25,yes,hybrid,average,average,yes,middle,D,2.2,At Risk
9.4,87.78,1.19,5,6.61,1,11.72,1,male,29,yes,offline,poor,poor,yes,middle,A,3.56,Not At Risk
